Image1,Image2,Glasses1,Glasses2,Match,Raw Distance,Raw Confidence,Adjusted Confidence,Confidence Level,Timestamp
pic4.jpeg,pic3.jpeg,False,False,False,0.521342329321481,47.87%,47.87%,Very Low,2025-03-03 12:57:57
